title,artist,isrc,recordingId,energy_score_v1,brightness_score_v1,pulse_score_v1,vocal_presence_score_v1,density_score_v1,energy_contributors,brightness_contributors,pulse_contributors,vocal_contributors,density_contributors,energy_missing,brightness_missing,pulse_missing,vocal_missing,density_missing
feel U luv Me,Knock2,QMBZ92447777,31150996,0.7352234960804355,0.6522447841316554,0.5690798718225765,0.22033497166835608,0.4748265455195703,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Flyday Chinatown,EVADE FROM 宇宙,SE5BU2126286,30901444,0.641481895357414,0.3192321072787361,0.5618121166799855,0.178537563026533,0.4747771920661385,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Englishman In New York,Sting,USAM18700040,9031924,0.3211128061495827,0.35573561652731556,0.49333652421352897,0.09069273663233994,0.4333617953842416,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Centerfold,The J. Geils Band,USCA28100075,2260468,0.38489307294295116,0.6492278215274533,0.4217382688951757,0.03863422441302544,0.4909876353913404,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Smells Like Teen Spirit,Nirvana,USGF19942501,9040386,0.5785850532876746,0.41409994800691696,0.39967305083502336,0.06979085700417499,0.4976970588540441,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Ring My Bell,Anita Ward,USJR30200001,7347729,0.4720515782664876,0.5552477753579138,0.4810218308881225,0.07660885747095814,0.470622805995008,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Superstition,Stevie Wonder,USMO17200984,1508092,0.30765352390255685,0.41437706576262057,0.2889247218833085,0.08141939557569598,0.5970801060927924,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Go Stupid,Polo G,USQX92000261,20284706,0.7238721753658606,0.4139749734440155,0.8387481203414404,0.28641800394213396,0.3156546149400335,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Last Train to London,Electric Light Orchestra,USSM10015736,168551,0.46783119238733345,0.34428028167406977,0.6062967234076246,0.060856025807042156,0.4438724026336889,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
TALES OF DOMINICA,Lil Nas X,USSM12106488,21810907,0.5465398075293758,0.1745340672564081,0.5719485176215148,0.06153926883582423,0.335320220830386,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
The Longest Time,Billy Joel,USSM18300273,1509380,0.31273263323388867,0.29848468440455367,0.4210886347771657,0.018431607911816892,0.34306919025800786,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Baby (Lil Baby feat. DaBaby),Quality Control,USUG11900748,19894786,0.4336886000260293,0.5384968352615629,0.6838712942321019,0.4258947692933348,0.3183462099577072,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Gangnam Style (강남스타일),PSY,USUM71210283,23237892,0.6927026679964178,0.4982312054193849,0.6998255759474132,0.12332779073237765,0.3568642454257336,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Broccoli,DRAM,USUYG1098775,17456085,0.5965005231261817,0.43485758201510966,0.8102402499132374,0.34187025066330834,0.29697801155893283,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Dancing in the Moonlight,King Harvest,USY4W0610011,26873014,0.21169944789324108,0.4346333385082973,0.4464338250655472,0.13005620530040457,0.4273317643471173,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
We Are The People,Empire Of The Sun,AUEI10800041,1013606,0.6270369864561424,0.6219069978510111,0.7116657816703909,0.05492949816318725,0.36474342170760116,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Griztronics II (Another Level),GRiZ,CA5KR0019318,22634573,0.6874988755034916,0.7879430780989212,0.48790769478144896,0.3073576650387032,0.5339336772724621,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Five Hours,Deorro,CH3131340319,8942471,0.6403529775919342,0.3275793164044286,0.7304890130348173,0.3991755857094947,0.33833437183930465,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
The Player,SHEE,DEAR41759408,33790888,0.634418095614686,0.5409526121671129,0.7986232237522518,0.30904703378198545,0.28515443304538934,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Back To The Sound,Diffrent,DEE862400746,30510414,0.8896864249019097,0.3759039397962582,0.7870930390932257,0.3608783933887146,0.3007462395360163,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Take Me as I Am,Chris Lorenzo,FR96X1965659,20116590,0.7184726514532769,0.9132658052631056,0.7059050653275988,0.3095427483167825,0.39060122208021597,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Kisses (feat. bbyclose),BL3SS,GBAHS2400105,30372717,0.7308753701666516,0.507558271468904,0.7601641981774485,0.08524525090226276,0.3467096104499496,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Toxic (Freestyle),Songer,GBARL2301887,25323073,0.6961422474259017,0.42417595756324517,0.5204542465067985,0.17399169665178596,0.4954977306224777,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Baker Street,Gerry Rafferty,GBAYE7800619,264734,0.2551496937300726,0.2971187618656473,0.33656746301906154,0.10167575463601258,0.5710603632553021,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Aerodynamic,Daft Punk,GBDUW0000057,1699772,0.5355580264566159,0.5778993229275557,0.6340046607459967,0.2810313122499139,0.4870726778546844,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
"Danse macabre, Op. 40",Camille Saint-Saëns,GBF078010150,1744853,0.03584254678229344,0.15617681753723162,0.08514276219757343,0.5538158453543112,0.45010739865642296,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Still Sleepless,D.O.D,GBKCF2101056,22005335,0.6865735621387862,0.3568619362689487,0.6731534477016052,0.14513079821632918,0.34586440620475534,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Scary Monsters and Nice Sprites,Skrillex,GBTDG1000196,3426441,0.7167454188510738,0.4254028454051225,0.6536557464342909,0.3632983508283843,0.42751303629372345,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Disconnect,Becky Hill,GBUM72306588,23115327,0.8130122574664731,0.601730619322541,0.647125536878022,0.12701825333172043,0.45079082935807196,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Drank & Drugs,Lil Kleine,NLG661500224,38561812,0.633286706580164,0.39801082147468886,0.8960857878232475,0.3551849357917452,0.24377004679086672,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
223's (feat. 9lokknine),YNW Melly,QMCE31902418,19924494,0.5577671938233277,0.4457488790930649,0.7577756125419794,0.4444444444444445,0.37806628934646014,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Hit the Road Jack,Ray Charles,QZR8K2111005,37798932,0.3718373692737524,0.43654962896612826,0.5821047289684814,0.07322792552580919,0.3165744239958821,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,SEAYD7901120,8992415,0.48721756227476054,0.5883401676576684,0.43102952344602335,0.10072979761780833,0.47316901818335394,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Wild,James Hype,US38Y2405797,30972002,0.7783243842581923,0.6135840301693916,0.7425399702444146,0.41599643246269224,0.3970584816861375,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Hey Ya!,Outkast,USAR10301095,4431236,0.6736101745166815,0.41343496622160153,0.8306923974389568,0.050493422670877745,0.25086025404765383,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Runaway (U & I),Galantis,USAT21404266,20563931,0.6102173929512164,0.4896600738030984,0.4817952277612486,0.16156283167144422,0.535940176101855,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Something Here for the Club - Vocal,Terrence Parker,USAT22403023,30895477,0.6861235257842946,0.6623197169479251,0.8514865382492266,0.3820432077252077,0.2608472206130525,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Abracadabra,Steve Miller Band,USCA28500258,32623607,0.34464107156946727,0.5300621970162427,0.48427125661536435,0.03475112409850744,0.4876999903699874,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
In Bloom,Nirvana,USGF19942502,9040390,0.5762893699319716,0.447782332570699,0.3289909555095855,0.057472508371295236,0.5480814803970845,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
No Scrubs,TLC,USLF29900479,131034,0.5960833146410036,0.6937364466907412,0.8081689747397249,0.1420465303722227,0.34202712992695594,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Maybe Your Baby,Stevie Wonder,USMO17282853,1508093,0.3114556594778739,0.3371622531032776,0.2495489339914239,0.15052113409294854,0.5643848753843169,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Qué Pasaría...,Rauw Alejandro,USQX92404984,30873964,0.6597806555539353,0.4281698494042645,0.6847499536238145,0.12420643295714395,0.3747677608156509,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Sherry,Frankie Valli & The Four Seasons,USRH10175197,378281,0.42033115443294805,0.47772946004408756,0.4269537648754761,0.0852322723553408,0.44579692033532636,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Remember the Time,Michael Jackson,USSM10020715,9203465,0.5983047966635061,0.4106046602167287,0.7833351316063403,0.06683039681124978,0.2869829102409261,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
16,Baby Keem,USSM12106871,21802158,0.5982144232864222,0.32448653231143554,0.5755010646466826,0.11422290000508159,0.38054443408560146,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
If Only for One Night,Luther Vandross,USSM18500385,30522,0.14882503676539766,0.21991808873182592,0.2937463795386104,0.040024794120251485,0.37271654359064227,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Sum 2 Prove,Lil Baby,USUG11902886,20222519,0.5926128165124749,0.38698134104118886,0.5803945914734672,0.36541810561114557,0.4129222681884893,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Scream & Shout,will.i.am,USUM71215597,5234428,0.6313408181842883,0.29560952934990364,0.6233958487653761,0.07715038158675812,0.40225989188852324,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Don't You Worry 'Bout A Thing,Stevie Wonder,USUMG9900463,42761,0.38700305309210314,0.244459432982217,0.40056834561340504,0.08608649254066505,0.5089518621373788,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Come To Me,Black Coffee,ZAI911600033,33400325,0.5973065365009719,0.37786744709963366,0.7925248832955301,0.5563732496005007,0.36321830307965747,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Wasted,Tiësto,CYA111400022,9209015,0.5943796717920409,0.5602092032388011,0.6912142847168998,0.06219033008473502,0.3991229267990518,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Moskau,Dschinghis Khan,DEC717900024,20046587,0.6377048747492342,0.48947927413429876,0.6358532575436504,0.06369155617464475,0.3065231971640702,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
"The Nutcracker (Suite), Op. 71a, TH. 35: 3. Waltz of the Flowers",Pyotr Ilyich Tchaikovsky,DEF058203578,1739490,0.07864740186890085,0.10760241554041303,0.10003694559419314,0.5873004050631985,0.5090334976269506,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Victory Lap,Fred again..,GBAHS2500558,33913690,0.7370466232433686,0.41822714064593924,0.5545005153629776,0.24908158674007413,0.4658247845396246,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Can't Get You Out of My Head,Kylie Minogue,GBAYE0100913,955913,0.6237798178030628,0.3118765554886094,0.8545609192128476,0.30837097194516755,0.2325728232003129,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Take Me Out,Franz Ferdinand,GBCEL0300192,51934,0.5431001339359997,0.5129170127327047,0.34905461848777575,0.1170362690247018,0.49874818434121876,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Digital Love,Daft Punk,GBDUW0000058,9056858,0.4793622028853577,0.403037032605011,0.5847771495684251,0.16383372901506657,0.36154607057535604,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
"Boom, Like That",Mark Knopfler,GBF080400361,9228778,0.5066196499993065,0.19606460960957284,0.5349430391175227,0.11704047266185402,0.3393097555118334,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Crowd Control,FISHER,GBKQU1810626,30964364,0.6808365957838712,0.6140116550366412,0.8621557013693,0.5062016965104019,0.28741290454866625,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
I Can't Decide,Scissor Sisters,GBUM70602614,51125,0.6555310260835359,0.4084854753843955,0.6346928518710256,0.06984333133274956,0.4445334433565853,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Liquor & Cigarettes (feat. ArrDee),Chase & Status,GBUM72307879,23219985,0.9169924793334253,0.6504077328109772,0.6141626336542181,0.21748893779895984,0.47307773602448056,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,NLM5S1900528,19812693,0.43710441645847,0.27427546331849384,0.5166681768958513,0.10366303609905844,0.4251631178939163,arousal|intensity|loudness|articulation|pulse_clarity,brightness|roll_off|centroid|flatness,pulse_clarity|rhythmic_stability|danceability|complexity,vocal_instrumental|music_speech,event_density|complexity|loudness_range|spread,,,,,
